Time,Month,ClimateRegionName,ClimateRegionIndex,NumSites,Precipitation,AirTemp,PET,avgCWD,avgAET,AvgTotalNPP_C,AvgHeteroRespiration,AvgSoilRespiration,avgNEE,Ndep,StreamN,meanSoilWaterContent,SoilWaterContent,AnaerobicEffect,
50, 9, ecoregion1, 1, 563224, 8.1, 21.3, 9.7, 5.4, 4.2, 4.65, 3.11, 1.99, -1.54, 0.62, 0, 0.13, 9.19, 1, 
50, 10, ecoregion1, 1, 563224, 8.8, 13.8, 4.4, 1.5, 3, 40.99, 17.15, 10.81, -23.84, 0.65, 0, 0.15, 10.16, 1, 
50, 11, ecoregion1, 1, 563224, 13.7, 11, 2.7, 0.1, 2.6, 75.77, 26.57, 15.99, -49.2, 0.85, 0.05, 0.21, 13.88, 0.78, 
50, 12, ecoregion1, 1, 563224, 10, 4.6, 0.6, 0, 0.6, 0.17, 14.23, 7.48, 14.06, 0.7, 0.02, 0.18, 12.86, 0.5, 
50, 1, ecoregion1, 1, 563224, 12.9, 3.2, 0.4, 0, 0.4, 0.08, 13.5, 7.01, 13.42, 0.82, 0.04, 0.2, 13.78, 0.4, 
50, 2, ecoregion1, 1, 563224, 7.9, 7.1, 1.4, 0, 1.4, 0.6, 17.56, 9.09, 16.96, 0.62, 0.2, 0.26, 16.85, 0.33, 
50, 3, ecoregion1, 1, 563224, 10.9, 11.5, 3.5, 0.1, 3.4, 3.1, 26.54, 15.76, 23.44, 0.73, 0.18, 0.24, 15.85, 0.7, 
50, 4, ecoregion1, 1, 563224, 8.7, 14.9, 5.7, 0.4, 5.3, 46.59, 32.81, 21.32, -13.78, 0.65, 0.06, 0.2, 12.76, 0.99, 
50, 5, ecoregion1, 1, 563224, 13.1, 20.5, 10.6, 1.8, 8.8, 60.96, 28.83, 18.85, -32.12, 0.82, 0.04, 0.19, 11.29, 1, 
50, 6, ecoregion1, 1, 563224, 4.5, 24.3, 14, 11.1, 2.9, 4.14, 3.39, 2.21, -0.75, 0.48, 0, 0.12, 8.74, 1, 
60, 7, ecoregion1, 1, 563224, 16.9, 26.5, 16.5, 5.8, 10.7, 17.27, 10.44, 6.72, -6.83, 0.97, 0.01, 0.17, 9.98, 1, 
60, 8, ecoregion1, 1, 563224, 10.5, 24.9, 14, 8, 6, 4.65, 4.09, 2.61, -0.57, 0.72, 0, 0.14, 9.75, 1, 
60, 9, ecoregion1, 1, 563224, 8.1, 21.3, 9.7, 5.5, 4.2, 4.7, 3.28, 2.08, -1.43, 0.62, 0, 0.13, 9.27, 1, 
60, 10, ecoregion1, 1, 563224, 8.8, 13.8, 4.4, 1.5, 3, 41.71, 18.45, 11.57, -23.26, 0.65, 0, 0.15, 10.21, 1, 
60, 11, ecoregion1, 1, 563224, 13.7, 11, 2.7, 0.1, 2.6, 76.95, 28.07, 16.72, -48.88, 0.85, 0.05, 0.21, 13.91, 0.78, 
60, 12, ecoregion1, 1, 563224, 10, 4.6, 0.6, 0, 0.6, 0.18, 15.2, 7.93, 15.02, 0.7, 0.02, 0.18, 12.88, 0.5, 
60, 1, ecoregion1, 1, 563224, 12.9, 3.2, 0.4, 0, 0.4, 0.09, 14.38, 7.42, 14.3, 0.82, 0.04, 0.2, 13.79, 0.4, 
60, 2, ecoregion1, 1, 563224, 7.9, 7.1, 1.4, 0, 1.4, 0.65, 18.6, 9.57, 17.95, 0.62, 0.2, 0.26, 16.86, 0.33, 
60, 3, ecoregion1, 1, 563224, 10.9, 11.5, 3.5, 0.1, 3.4, 3.41, 27.94, 16.45, 24.54, 0.73, 0.18, 0.24, 15.85, 0.7, 
60, 4, ecoregion1, 1, 563224, 8.7, 14.9, 5.7, 0.4, 5.3, 46.94, 34.82, 22.44, -12.11, 0.65, 0.06, 0.2, 12.77, 0.99, 
60, 5, ecoregion1, 1, 563224, 13.1, 20.5, 10.6, 1.8, 8.8, 62.52, 30.74, 19.98, -31.78, 0.82, 0.04, 0.19, 11.3, 1, 
60, 6, ecoregion1, 1, 563224, 4.5, 24.3, 14, 11.2, 2.9, 4.16, 3.56, 2.31, -0.6, 0.48, 0, 0.12, 8.77, 1, 
70, 7, ecoregion1, 1, 563224, 16.9, 26.5, 16.5, 5.8, 10.7, 17.38, 10.89, 7.05, -6.48, 0.97, 0.01, 0.17, 9.99, 1, 
70, 8, ecoregion1, 1, 563224, 10.5, 24.9, 14, 8, 6, 4.68, 4.24, 2.73, -0.44, 0.72, 0, 0.14, 9.75, 1, 
70, 9, ecoregion1, 1, 563224, 8.1, 21.3, 9.7, 5.5, 4.2, 4.71, 3.4, 2.17, -1.31, 0.62, 0, 0.13, 9.27, 1, 
70, 10, ecoregion1, 1, 563224, 8.8, 13.8, 4.4, 1.5, 3, 42.02, 19.38, 12.23, -22.64, 0.65, 0, 0.15, 10.21, 1, 
70, 11, ecoregion1, 1, 563224, 13.7, 11, 2.7, 0.1, 2.6, 76.97, 29.08, 17.38, -47.89, 0.85, 0.05, 0.21, 13.91, 0.78, 
70, 12, ecoregion1, 1, 563224, 10, 4.6, 0.6, 0, 0.6, 0.18, 15.79, 8.28, 15.61, 0.7, 0.02, 0.18, 12.88, 0.5, 
70, 1, ecoregion1, 1, 563224, 12.9, 3.2, 0.4, 0, 0.4, 0.08, 14.92, 7.74, 14.83, 0.82, 0.04, 0.2, 13.79, 0.4, 
70, 2, ecoregion1, 1, 563224, 7.9, 7.1, 1.4, 0, 1.4, 0.65, 19.24, 9.96, 18.58, 0.62, 0.2, 0.26, 16.86, 0.33, 
70, 3, ecoregion1, 1, 563224, 10.9, 11.5, 3.5, 0.1, 3.4, 3.46, 28.88, 17.08, 25.42, 0.73, 0.18, 0.24, 15.85, 0.7, 
70, 4, ecoregion1, 1, 563224, 8.7, 14.9, 5.7, 0.4, 5.3, 46.9, 36.3, 23.51, -10.59, 0.65, 0.06, 0.2, 12.77, 0.99, 
70, 5, ecoregion1, 1, 563224, 13.1, 20.5, 10.6, 1.8, 8.8, 63.21, 32.18, 21.04, -31.03, 0.82, 0.04, 0.19, 11.3, 1, 
70, 6, ecoregion1, 1, 563224, 4.5, 24.3, 14, 11.1, 2.9, 4.19, 3.69, 2.41, -0.5, 0.48, 0, 0.12, 8.76, 1, 
80, 7, ecoregion1, 1, 563224, 16.9, 26.5, 16.5, 5.8, 10.7, 17.53, 11.18, 7.3, -6.36, 0.97, 0.01, 0.17, 9.99, 1, 
80, 8, ecoregion1, 1, 563224, 10.5, 24.9, 14, 8, 6, 4.71, 4.33, 2.81, -0.37, 0.72, 0, 0.14, 9.76, 1, 
80, 9, ecoregion1, 1, 563224, 8.1, 21.3, 9.7, 5.5, 4.2, 4.71, 3.47, 2.23, -1.23, 0.62, 0, 0.13, 9.27, 1, 
80, 10, ecoregion1, 1, 563224, 8.8, 13.8, 4.4, 1.5, 3, 41.97, 19.96, 12.71, -22.01, 0.65, 0.01, 0.15, 10.21, 1, 
80, 11, ecoregion1, 1, 563224, 13.7, 11, 2.7, 0.1, 2.6, 75.67, 29.45, 17.75, -46.22, 0.85, 0.05, 0.21, 13.91, 0.78, 
80, 12, ecoregion1, 1, 563224, 10, 4.6, 0.6, 0, 0.6, 0.17, 16, 8.47, 15.82, 0.7, 0.02, 0.18, 12.88, 0.5, 
80, 1, ecoregion1, 1, 563224, 12.9, 3.2, 0.4, 0, 0.4, 0.07, 15.09, 7.91, 15.01, 0.82, 0.04, 0.2, 13.79, 0.4, 
80, 2, ecoregion1, 1, 563224, 7.9, 7.1, 1.4, 0, 1.4, 0.66, 19.43, 10.16, 18.77, 0.62, 0.2, 0.26, 16.86, 0.33, 
80, 3, ecoregion1, 1, 563224, 10.9, 11.5, 3.5, 0.1, 3.4, 3.55, 29.23, 17.44, 25.68, 0.73, 0.18, 0.24, 15.85, 0.7, 
80, 4, ecoregion1, 1, 563224, 8.7, 14.9, 5.7, 0.4, 5.3, 46.25, 37.03, 24.18, -9.23, 0.65, 0.06, 0.2, 12.77, 0.99, 
80, 5, ecoregion1, 1, 563224, 13.1, 20.5, 10.6, 1.8, 8.8, 63.41, 33.02, 21.77, -30.39, 0.82, 0.04, 0.19, 11.3, 1, 
80, 6, ecoregion1, 1, 563224, 4.5, 24.3, 14, 11.1, 2.9, 4.21, 3.77, 2.48, -0.44, 0.48, 0, 0.12, 8.76, 1, 
90, 7, ecoregion1, 1, 563224, 16.9, 26.5, 16.5, 5.8, 10.7, 15.77, 11.36, 7.5, -4.41, 0.97, 0.01, 0.17, 9.98, 1, 
90, 8, ecoregion1, 1, 563224, 10.5, 24.9, 14, 8, 6, 3.99, 4.4, 2.89, 0.41, 0.72, 0, 0.14, 9.74, 1, 
90, 9, ecoregion1, 1, 563224, 8.1, 21.3, 9.7, 5.4, 4.2, 4.11, 3.52, 2.3, -0.59, 0.62, 0, 0.13, 9.23, 1, 
90, 10, ecoregion1, 1, 563224, 8.8, 13.8, 4.4, 1.5, 3, 40.78, 20.27, 13.07, -20.51, 0.65, 0.01, 0.15, 10.19, 1, 
90, 11, ecoregion1, 1, 563224, 13.7, 11, 2.7, 0.1, 2.6, 74.23, 29.71, 18.07, -44.51, 0.85, 0.06, 0.21, 13.89, 0.78, 
90, 12, ecoregion1, 1, 563224, 10, 4.6, 0.6, 0, 0.6, 0.11, 16.08, 8.59, 15.97, 0.7, 0.02, 0.18, 12.87, 0.5, 
90, 1, ecoregion1, 1, 563224, 12.9, 3.2, 0.4, 0, 0.4, 0.05, 15.16, 8.02, 15.12, 0.82, 0.05, 0.2, 13.79, 0.4, 
90, 2, ecoregion1, 1, 563224, 7.9, 7.1, 1.4, 0, 1.4, 0.49, 19.51, 10.31, 19.03, 0.62, 0.21, 0.26, 16.85, 0.33, 
90, 3, ecoregion1, 1, 563224, 10.9, 11.5, 3.5, 0.1, 3.4, 2.78, 29.49, 17.76, 26.7, 0.73, 0.19, 0.24, 15.85, 0.7, 
90, 4, ecoregion1, 1, 563224, 8.7, 14.9, 5.7, 0.4, 5.3, 43.68, 37.61, 24.8, -6.07, 0.65, 0.07, 0.2, 12.77, 0.99, 
90, 5, ecoregion1, 1, 563224, 13.1, 20.5, 10.6, 1.8, 8.8, 59.71, 33.53, 22.35, -26.18, 0.82, 0.05, 0.19, 11.3, 1, 
90, 6, ecoregion1, 1, 563224, 4.5, 24.3, 14, 11.1, 2.9, 3.64, 3.82, 2.54, 0.18, 0.48, 0, 0.12, 8.75, 1, 
100, 7, ecoregion1, 1, 563224, 16.9, 26.5, 16.5, 5.8, 10.7, 15.64, 11.59, 7.63, -4.05, 0.97, 0.02, 0.17, 9.99, 1, 
100, 8, ecoregion1, 1, 563224, 10.5, 24.9, 14, 8, 6, 3.93, 4.47, 2.92, 0.55, 0.72, 0, 0.14, 9.77, 1, 
100, 9, ecoregion1, 1, 563224, 8.1, 21.3, 9.7, 5.5, 4.2, 4, 3.58, 2.32, -0.42, 0.62, 0, 0.13, 9.3, 1, 
100, 10, ecoregion1, 1, 563224, 8.8, 13.8, 4.4, 1.5, 3, 40.53, 20.73, 13.33, -19.8, 0.65, 0.01, 0.15, 10.23, 1, 
100, 11, ecoregion1, 1, 563224, 13.7, 11, 2.7, 0.1, 2.6, 73.71, 30.32, 18.35, -43.4, 0.85, 0.06, 0.21, 13.92, 0.78, 
100, 12, ecoregion1, 1, 563224, 10, 4.6, 0.6, 0, 0.6, 0.11, 16.47, 8.76, 16.36, 0.7, 0.02, 0.18, 12.89, 0.5, 
100, 1, ecoregion1, 1, 563224, 12.9, 3.2, 0.4, 0, 0.4, 0.05, 15.53, 8.18, 15.48, 0.82, 0.05, 0.2, 13.8, 0.4, 
100, 2, ecoregion1, 1, 563224, 7.9, 7.1, 1.4, 0, 1.4, 0.49, 19.96, 10.49, 19.46, 0.62, 0.21, 0.26, 16.86, 0.33, 
100, 3, ecoregion1, 1, 563224, 10.9, 11.5, 3.5, 0.1, 3.4, 3.01, 30.08, 18.01, 27.07, 0.73, 0.19, 0.24, 15.85, 0.7, 
100, 4, ecoregion1, 1, 563224, 8.7, 14.9, 5.7, 0.4, 5.3, 43.24, 38.42, 25.22, -4.82, 0.65, 0.07, 0.2, 12.77, 0.99, 
100, 5, ecoregion1, 1, 563224, 13.1, 20.5, 10.6, 1.8, 8.8, 59.49, 34.21, 22.72, -25.29, 0.82, 0.05, 0.19, 11.3, 1, 
100, 6, ecoregion1, 1, 563224, 4.5, 24.3, 14, 11.2, 2.9, 3.51, 3.87, 2.57, 0.36, 0.48, 0, 0.12, 8.78, 1, 
